Region_ID,Region_name,Region_class,Process_ID,Sv_mean,Sv_max,Height_mean,Depth_mean,Ping_M,Dist_M,Date_S,Time_S,Date_E,Time_E,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,Program_version,EV_filename,Uncorrected_length,Uncorrected_thickness,Uncorrected_perimeter,Uncorrected_area,Standard_deviation,Corrected_length,Corrected_thickness,Corrected_perimeter,Corrected_area,Horizontal_roughness_coefficient,Vertical_roughness_coefficient,ABC,Area_Backscatter_Strength,Thickness_mean,Frequency,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
48,"Region 48","Krill Schools",2079,-53.116872,-42.871265,8.381363,647.593734,16340,32652.329204,20220427, 04:05:45.0012,20220427, 04:06:27.0011,20220427, 04:06:03.0012,33.15414250,-117.54481503,33.15414420,-117.54468978,33.15414322,-117.54476142,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",13.357050,9.685130,47.284701,111.963046,0.00000756085489,-9999.000000,8.935130,-9999.000000,-9999.000000,0.00002296444683,0.00001212385010,0.00004089096983,-43.8837258901,8.381363,70.000000,645.883452,2.614444,0.750000,14.861030,0.067290
49,"Region 49","Krill Schools",2079,-74.176166,-64.129874,1.365852,280.992938,16946,33653.421493,20220427, 05:06:15.0011,20220427, 05:07:03.0011,20220427, 05:06:39.0011,33.15428773,-117.53410330,33.15428968,-117.53395976,33.15428870,-117.53403182,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",15.063904,4.097555,38.063620,20.591841,0.00000008428448,-9999.000000,3.347555,-9999.000000,-9999.000000,0.00000000256858,0.00000046007689,0.00000005221400,-72.8221305171,1.365852,70.000000,281.283281,1.229362,1.000000,2.151427,0.464808
50,"Region 50","Krill Schools",2079,-70.099397,-61.426818,1.564521,399.822033,17008,33755.899861,20220427, 05:12:39.0011,20220427, 05:13:03.0011,20220427, 05:12:51.0011,33.15430311,-117.53296930,33.15430408,-117.53289722,33.15430359,-117.53293346,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",8.399088,2.607535,22.004200,13.174705,0.00000021397169,-9999.000000,1.857535,-9999.000000,-9999.000000,0.00000179341769,0.00000108968664,0.00000015291206,-68.1555825326,1.564521,70.000000,399.921726,0.468416,1.000000,1.405781,0.711349
51,"Region 51","Krill Schools",2079,-67.295166,-57.618243,1.341018,493.134536,17067,33853.351518,20220427, 05:18:33.0011,20220427, 05:18:57.0011,20220427, 05:18:45.0011,33.15431727,-117.53192478,33.15431824,-117.53185289,33.15431775,-117.53188899,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",8.392114,2.235030,21.230396,11.275013,0.00000046499220,-9999.000000,1.485030,-9999.000000,-9999.000000,0.00000451947505,0.00000362015728,0.00000024998732,-66.0208201445,1.341018,70.000000,493.054825,0.321167,1.000000,0.975107,1.025528
52,"Region 52","Krill Schools",2079,-51.446396,-37.154783,7.275136,547.803907,17138,33970.555073,20220427, 05:19:21.0011,20220427, 05:32:27.0012,20220427, 05:25:51.0011,33.15431918,-117.53178402,33.15435064,-117.52946366,33.15433478,-117.53063281,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",218.173754,25.330340,510.733948,1586.935404,0.00001414126126,-9999.000000,24.580340,-9999.000000,-9999.000000,0.00005945023646,0.00002497550627,0.00005214365733,-42.8279851092,7.275136,70.000000,546.370576,26.965143,0.994569,195.268729,0.005121
53,"Region 53","Krill Schools",2079,-64.879178,-57.029943,1.490020,606.934813,17143,33978.942930,20220427, 05:26:09.0011,20220427, 05:26:39.0011,20220427, 05:26:21.0011,33.15433551,-117.53057903,33.15433672,-117.53048970,33.15433600,-117.53054291,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",10.069753,2.607535,25.287936,15.004133,0.00000061612974,-9999.000000,1.857535,-9999.000000,-9999.000000,0.00000000252362,0.00000189743532,0.00000048447828,-63.1472568551,1.490020,70.000000,606.915968,0.378545,1.000000,2.013045,0.496760
54,"Region 54","Krill Schools",2079,-48.153113,-38.776178,4.144118,533.517845,17209,34088.034799,20220427, 05:32:39.0012,20220427, 05:33:21.0012,20220427, 05:32:57.0012,33.15435113,-117.52942746,33.15435279,-117.52930499,33.15435186,-117.52937367,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",13.087935,4.470060,35.136563,54.286968,0.00002829505230,-9999.000000,3.720060,-9999.000000,-9999.000000,0.00010150759858,0.00006193191701,0.00006340460180,-41.9787922062,4.144118,70.000000,532.707712,0.248799,0.752809,5.712362,0.175059
55,"Region 55","Krill Schools",2079,-52.900089,-38.844194,8.036795,519.155283,18004,36109.125086,20220427, 07:14:14.0011,20220427, 07:30:08.0012,20220427, 07:22:08.0011,33.14877010,-117.51857626,33.14951444,-117.51621522,33.14913988,-117.51740332,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",236.736617,23.467815,571.342443,1901.836465,0.00000975057818,-9999.000000,22.717815,-9999.000000,-9999.000000,0.00003696028269,0.00001704567303,0.00004121677065,-43.8492603841,8.036795,70.000000,516.809099,26.593702,0.988413,275.481459,0.003630
56,"Region 56","Krill Schools",2079,-49.672932,-34.716770,7.621648,452.015254,18818,37323.507878,20220427, 08:36:43.0011,20220427, 08:51:49.0011,20220427, 08:44:13.0011,33.15263199,-117.50632638,33.15333833,-117.50408587,33.15298256,-117.50521438,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",224.719557,19.742765,570.341470,1714.561376,0.00002330627156,-9999.000000,18.992765,-9999.000000,-9999.000000,0.00009442654456,0.00004129998141,0.00008217802902,-40.8524427920,7.621648,70.000000,449.895192,10.846103,0.996785,203.633387,0.004911
57,"Region 57","Krill Schools",2079,-46.873771,-34.739903,4.563186,443.872650,18899,37443.467440,20220427, 08:52:01.0011,20220427, 08:52:43.0011,20220427, 08:52:19.0011,33.15334789,-117.50405554,33.15338029,-117.50395279,33.15336216,-117.50401031,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",11.732815,5.215070,33.894841,53.572266,0.00005744638806,-9999.000000,4.465070,-9999.000000,-9999.000000,0.00027573872145,0.00014598392945,0.00009373268621,-40.2810893669,4.563186,70.000000,442.882394,0.202004,0.765306,3.204976,0.312015
58,"Region 58","Krill Schools",2079,-41.181691,-26.652044,6.367963,284.340736,21175,41003.352810,20220427, 12:57:39.0011,20220427, 13:15:27.0011,20220427, 13:06:33.0011,33.16874522,-117.47636161,33.16990656,-117.47422904,33.16932532,-117.47529636,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",238.321308,10.430140,558.439707,1518.655227,0.00021772580392,-9999.000000,9.680140,-9999.000000,-9999.000000,0.00127244679299,0.00059990850147,0.00048510012466,-33.1416861377,6.367963,70.000000,282.319487,0.780303,0.988235,122.893685,0.008137
59,"Region 59","Krill Schools",2079,-69.588296,-60.467668,1.303768,319.573813,21183,41013.970255,20220427, 13:07:09.0011,20220427, 13:07:39.0011,20220427, 13:07:21.0011,33.16936463,-117.47522418,33.16939720,-117.47516438,33.16937736,-117.47520081,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",7.999257,2.235030,20.342666,10.449740,0.00000024192340,-9999.000000,1.485030,-9999.000000,-9999.000000,0.00000000122857,0.00000140438178,0.00000014334104,-68.4362945016,1.303768,70.000000,319.499203,0.269310,1.000000,1.394075,0.717322
60,"Region 60","Krill Schools",2079,-40.671369,-25.287477,6.250263,280.192856,21661,41795.761522,20220427, 14:10:51.0011,20220427, 14:28:51.0011,20220427, 14:19:51.0011,33.17178968,-117.47179177,33.16955860,-117.47151618,33.17067396,-117.47165395,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",250.202059,19.370260,611.098011,1564.138614,0.00023922994841,-9999.000000,18.620260,-9999.000000,-9999.000000,0.00133467624569,0.00064869571692,0.00053550243976,-32.7123854617,6.250263,70.000000,277.760244,11.148664,0.987488,127.034731,0.007872
61,"Region 61","Krill Schools",2079,-77.518117,-68.177081,1.543235,206.646078,21634,41758.336586,20220427, 14:16:51.0011,20220427, 14:17:27.0011,20220427, 14:17:09.0011,33.17104727,-117.47170006,33.17097282,-117.47169087,33.17100959,-117.47169541,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",9.839354,2.235030,24.508857,15.189776,0.00000003357815,-9999.000000,1.485030,-9999.000000,-9999.000000,0.00000038656637,0.00000012271264,0.00000002732879,-75.6337965360,1.543235,70.000000,206.814489,0.187176,1.000000,2.415976,0.413911
62,"Region 62","Krill Schools",2079,-45.194337,-29.582462,6.852540,322.480735,22171,42500.996342,20220427, 15:01:21.0011,20220427, 15:20:27.0011,20220427, 15:10:51.0011,33.16552741,-117.47101824,33.16315838,-117.47072561,33.16434922,-117.47087271,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",265.552524,24.212825,657.850099,1819.560566,0.00007889878735,-9999.000000,23.462825,-9999.000000,-9999.000000,0.00042059814458,0.00019246441975,0.00020721341768,-36.8358212617,6.852540,70.000000,320.348650,21.807146,0.988392,166.594499,0.006003
63,"Region 63","Krill Schools",2079,-46.758379,-31.220323,8.327349,357.698391,22796,43365.236454,20220427, 16:03:27.0011,20220427, 16:23:21.0011,20220427, 16:13:21.0011,33.15782690,-117.47006705,33.15535922,-117.46976224,33.15659849,-117.46991532,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",276.614155,13.782685,636.127504,2304.463340,0.00005083270608,-9999.000000,13.032685,-9999.000000,-9999.000000,0.00021165912006,0.00009501973282,0.00017565840035,-37.5533107652,8.327349,70.000000,355.325346,3.608492,0.991948,242.741873,0.004120
64,"Region 64","Krill Schools",2079,-47.631926,-31.721351,7.330655,392.861406,23940,45182.722881,20220427, 19:15:37.0011,20220427, 19:33:55.0011,20220427, 19:24:43.0012,33.15066830,-117.47135948,33.14882342,-117.47021813,33.14974985,-117.47079127,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",231.928648,16.762725,575.264140,1699.395242,0.00004269867469,-9999.000000,16.012725,-9999.000000,-9999.000000,0.00020487965234,0.00009941815144,0.00012645914225,-38.9804976826,7.330655,70.000000,390.461720,5.909578,0.989229,187.276958,0.005340
65,"Region 65","Krill Schools",2079,-43.420541,-23.744816,7.077595,366.529592,24565,45970.594114,20220427, 20:19:01.0012,20220427, 20:35:25.0011,20220427, 20:27:13.0011,33.14427629,-117.46740502,33.14262142,-117.46638122,33.14344827,-117.46689275,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",208.180780,15.645210,543.649977,1473.817031,0.00017644365841,-9999.000000,14.895210,-9999.000000,-9999.000000,0.00136896323980,0.00063419144459,0.00032198202508,-34.9216837249,7.077595,70.000000,364.194710,2.412884,0.997448,72.630320,0.013768
66,"Region 66","Krill Schools",2079,-41.581018,-27.035605,3.512190,367.967212,24653,46081.415215,20220427, 20:35:43.0011,20220427, 20:36:19.0011,20220427, 20:36:01.0011,33.14259246,-117.46636330,33.14253110,-117.46632534,33.14256190,-117.46634440,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",8.950274,4.842565,27.505991,31.447327,0.00029497207169,-9999.000000,4.092565,-9999.000000,-9999.000000,0.00366307808536,0.00165684780272,0.00024404856012,-36.1252375033,3.512190,70.000000,367.104799,0.159456,0.742424,0.978559,1.021911
67,"Region 67","Krill Schools",2079,-64.506532,-54.354904,1.210641,275.806523,25076,46803.945671,20220427, 21:32:20.0011,20220427, 21:32:38.0012,20220427, 21:32:26.0011,33.14030139,-117.46513115,33.14031170,-117.46521519,33.14030504,-117.46516093,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",10.706709,2.607535,26.850898,13.010914,0.00000099698776,-9999.000000,1.857535,-9999.000000,-9999.000000,-9.9e+37,0.00000898949305,0.00000042890615,-63.6763772698,1.210641,70.000000,275.515287,0.191722,1.000000,0.582732,1.716056
68,"Region 68","Krill Schools",2079,-68.005252,-52.881540,1.247082,4.695821,25413,51049.612686,20220428, 00:37:05.0010,20220428, 00:39:17.0011,20220428, 00:38:11.0011,33.13432827,-117.49864392,33.13398731,-117.49887995,33.13415885,-117.49876120,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",45.792170,4.097555,3356.979758,57.112348,0.00000061861330,-9999.000000,3.347555,-9999.000000,-9999.000000,0.00000418598907,0.00000329014770,0.00000019741030,-67.0463019374,1.247082,70.000000,5.337781,0.964424,0.974026,1.738714,0.575138
69,"Region 69","Krill Schools",2079,-76.604830,-65.991080,1.341018,78.908976,25417,51057.634026,20220428, 00:38:23.0011,20220428, 00:38:47.0011,20220428, 00:38:35.0011,33.13412759,-117.49878284,33.13406535,-117.49882593,33.13409635,-117.49880447,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",9.997252,2.235030,24.445565,13.328346,0.00000005845857,-9999.000000,1.485030,-9999.000000,-9999.000000,0.00000064387342,0.00000047036974,0.00000002930567,-75.3304840720,1.341018,70.000000,78.660227,0.288108,1.000000,0.864245,1.157079
70,"Region 70","Krill Schools",2079,-67.381587,-60.182897,1.341018,194.013021,25419,51061.612902,20220428, 00:38:35.0011,20220428, 00:38:59.0011,20220428, 00:38:47.0011,33.13409635,-117.49880447,33.13403413,-117.49884754,33.13406535,-117.49882593,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",9.985758,2.235030,24.396487,13.404314,0.00000026671029,-9999.000000,1.485030,-9999.000000,-9999.000000,0.00000155659800,0.00000133199641,0.00000024506198,-66.1072406419,1.341018,70.000000,194.076998,0.394876,1.000000,2.226313,0.449173
71,"Region 71","Krill Schools",2079,-77.876188,-73.835389,1.738357,142.580723,25496,51258.171391,20220428, 00:46:23.0012,20220428, 00:46:35.0012,20220428, 00:46:29.0011,33.13336625,-117.50056252,33.13335705,-117.50061859,33.13336206,-117.50058809,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",8.251694,2.980040,22.806892,13.749222,0.00000001229208,-9999.000000,2.230040,-9999.000000,-9999.000000,-9.9e+37,0.00000001351236,0.00000002834785,-75.4747990147,1.738357,70.000000,142.559500,0.675404,1.000000,3.413901,0.292920
72,"Region 72","Krill Schools",2079,-64.832082,-55.900301,1.639022,263.671456,26173,54123.529060,20220428, 02:42:12.0011,20220428, 02:42:36.0011,20220428, 02:42:24.0012,33.12263363,-117.52568537,33.12262551,-117.52579817,33.12262962,-117.52574107,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",13.175208,2.235030,30.815851,21.614338,0.00000072296303,-9999.000000,1.485030,-9999.000000,-9999.000000,0.00000026219318,0.00000374491658,0.00000053873672,-62.6862342605,1.639022,70.000000,263.671424,0.145958,1.000000,1.458748,0.685519
73,"Region 73","Krill Schools",2079,-69.499864,-60.083775,1.490020,221.932271,26181,54144.158528,20220428, 02:43:00.0011,20220428, 02:43:24.0011,20220428, 02:43:12.0011,33.12261778,-117.52590536,33.12260981,-117.52601602,33.12261375,-117.52596132,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",13.090587,2.235030,30.320257,19.499470,0.00000024800139,-9999.000000,1.485030,-9999.000000,-9999.000000,0.00000255298758,0.00000111873642,0.00000016718824,-67.7679426944,1.490020,70.000000,222.081711,0.194087,1.000000,1.320723,0.757161
74,"Region 74","Krill Schools",2079,-64.277077,-54.732618,1.564521,336.868688,26241,54299.951891,20220428, 02:49:00.0011,20220428, 02:49:24.0012,20220428, 02:49:12.0012,33.12249811,-117.52756625,33.12248987,-117.52768062,33.12249391,-117.52762462,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",12.904743,2.607535,31.267663,20.140292,0.00000084420025,-9999.000000,1.857535,-9999.000000,-9999.000000,0.00000673871414,0.00000486412794,0.00000058435089,-62.3332628812,1.564521,70.000000,336.773320,0.431939,1.000000,1.333690,0.749799
75,"Region 75","Krill Schools",2079,-71.711915,-63.169814,1.303768,378.216743,26327,54522.561463,20220428, 02:57:36.0011,20220428, 02:58:06.0011,20220428, 02:57:48.0010,33.12232654,-117.52994749,33.12231640,-117.53008813,33.12232266,-117.53000128,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",15.362101,2.607535,36.352148,19.927803,0.00000012117829,-9999.000000,1.857535,-9999.000000,-9999.000000,0.00000066556001,0.00000037507493,0.00000008790401,-70.5599131479,1.303768,70.000000,378.495030,0.406072,1.000000,1.918997,0.521106
76,"Region 76","Krill Schools",2079,-70.120143,-60.737824,1.303768,427.759908,26385,54673.119550,20220428, 03:03:24.0011,20220428, 03:03:54.0011,20220428, 03:03:36.0011,33.12221096,-117.53155154,33.12220076,-117.53169311,33.12220684,-117.53160869,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",15.440265,2.607535,36.525440,20.020025,0.00000021755891,-9999.000000,1.857535,-9999.000000,-9999.000000,0.00000000492280,0.00000130253391,0.00000012681946,-68.9681410219,1.303768,70.000000,427.814040,0.447346,1.000000,1.357094,0.736869
77,"Region 77","Krill Schools",2079,-49.562913,-36.335737,6.212851,657.061862,26564,55137.028008,20220428, 03:18:48.0011,20220428, 03:24:18.0011,20220428, 03:21:30.0011,33.12190388,-117.53581342,33.12179406,-117.53733760,33.12184998,-117.53656152,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",144.988789,8.195110,321.537036,900.628370,0.00002114740363,-9999.000000,7.445110,-9999.000000,-9999.000000,0.00008356675245,0.00002989763707,0.00006870679603,-41.6300030323,6.212851,70.000000,655.703140,1.322429,0.983940,73.575781,0.013591
78,"Region 78","Krill Schools",2079,-53.322041,-41.408426,11.973375,662.348657,26597,55222.407704,20220428, 03:24:30.0012,20220428, 03:25:06.0011,20220428, 03:24:48.0011,33.12179036,-117.53738899,33.12177824,-117.53755709,33.12178430,-117.53747306,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",18.417466,16.762725,75.465667,220.665396,0.00000892835309,-9999.000000,16.012725,-9999.000000,-9999.000000,0.00002453024286,0.00001725880701,0.00005572017526,-42.5398752621,11.973375,70.000000,659.278637,8.274273,0.746667,13.432351,0.074447
79,"Region 79","Krill Schools",2079,-73.978990,-64.894296,1.862525,428.318666,27313,57078.412764,20220428, 04:36:18.0011,20220428, 04:36:36.0011,20220428, 04:36:24.0011,33.12035859,-117.55726014,33.12035255,-117.55734392,33.12035657,-117.55728812,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",10.072401,2.235030,24.996349,18.901974,0.00000007634399,-9999.000000,1.485030,-9999.000000,-9999.000000,0.00000007506147,0.00000034429798,0.00000007450803,-71.2779691425,1.862525,70.000000,428.346071,0.202700,1.000000,1.670440,0.598645
80,"Region 80","Krill Schools",2079,-68.607941,-59.199471,1.303768,472.460508,27317,57088.465812,20220428, 04:36:36.0011,20220428, 04:37:06.0011,20220428, 04:36:48.0011,33.12035255,-117.55734392,33.12034278,-117.55747949,33.12034884,-117.55739545,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",15.309840,2.607535,35.832859,20.040147,0.00000030413500,-9999.000000,1.857535,-9999.000000,-9999.000000,0.00000000738008,0.00000184155458,0.00000017964125,-67.4559393011,1.303768,70.000000,472.441014,0.468341,1.000000,1.386951,0.721006
81,"Region 81","Krill Schools",2079,-67.524902,-58.875475,1.564521,516.416098,27336,57137.956853,20220428, 04:38:30.0011,20220428, 04:38:54.0012,20220428, 04:38:42.0011,33.12031481,-117.55786775,33.12030673,-117.55797978,33.12031077,-117.55792382,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",13.116681,2.607535,31.494204,20.352518,0.00000031819280,-9999.000000,1.857535,-9999.000000,-9999.000000,0.00000178002263,0.00000135507639,0.00000027662483,-65.5810883605,1.564521,70.000000,516.213595,0.496049,1.000000,1.915236,0.522129
82,"Region 82","Krill Schools",2079,-66.830198,-58.329948,1.341018,590.730846,27393,57285.548186,20220428, 04:44:12.0011,20220428, 04:44:36.0011,20220428, 04:44:24.0011,33.12020126,-117.55944369,33.12019319,-117.55955560,33.12019723,-117.55949952,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",13.120982,2.235030,30.699006,17.571525,0.00000045210060,-9999.000000,1.485030,-9999.000000,-9999.000000,-9.9e+37,0.00000311444231,0.00000027823697,-65.5558517237,1.341018,70.000000,590.739967,0.329657,1.000000,1.222617,0.817918
83,"Region 83","Krill Schools",2079,-50.725694,-39.240294,6.220833,685.033721,27457,57451.362460,20220428, 04:49:54.0012,20220428, 04:51:48.0012,20220428, 04:50:48.0012,33.12008740,-117.56102385,33.12004968,-117.56154740,33.12006968,-117.56126977,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",51.706045,8.195110,121.217832,322.850852,0.00001458737770,-9999.000000,7.445110,-9999.000000,-9999.000000,0.00003831716235,0.00001604525815,0.00005263555415,-42.7872080045,6.220833,70.000000,683.797932,1.258254,0.955090,29.984735,0.033350
84,"Region 84","Krill Schools",2079,-73.915689,-66.189923,1.490020,598.553451,27460,57459.419079,20220428, 04:50:54.0012,20220428, 04:51:24.0011,20220428, 04:51:06.0011,33.12006751,-117.56129987,33.12005776,-117.56143521,33.12006348,-117.56135578,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",15.290263,2.980040,36.738284,22.782797,0.00000007509113,-9999.000000,2.230040,-9999.000000,-9999.000000,0.00000022292789,0.00000024374526,0.00000006048158,-72.1837684465,1.490020,70.000000,598.612719,0.653411,1.000000,2.088968,0.478705
85,"Region 85","Krill Schools",2079,-52.805819,-39.837168,10.383577,687.544561,27472,57490.298320,20220428, 04:52:00.0011,20220428, 04:52:42.0011,20220428, 04:52:18.0012,33.12004562,-117.56160375,33.12003182,-117.56179529,33.12003973,-117.56168545,"13.0.398.0","C:\Work\GliderTesting\Nortek echoview template\Test_nortek_template.EV",20.558297,14.155190,69.395075,212.334807,0.00001100737241,-9999.000000,13.405190,-9999.000000,-9999.000000,0.00004885806482,0.00001855269371,0.00005442081814,-42.6423493350,10.383577,70.000000,684.977855,6.736850,0.753363,11.622007,0.086044
